session_id,session_title,session_description,session_type,start_datetime,end_datetime,duration_mins,duration_formatted,cost,prereg_link,skill_level,day,recorded,speakers,location,url,bio_html
1088,"Yes, you still need to calculate an accuracy rate for your AI workflow","LLMs like ChatGPT and Claude really can be helpful. I swear. They have helped us by reading large quantities of documents and classifying them, or by extracting a snippet, to answer questions like: Do these Truth Social posts contain an insult? Who is the guest in described in this podcast episode description? Is ""Bethel Christian School"" a religious or secular school?

But they don't always help on the first try -- and you can't evaluate AI with just vibes.

I mean, you can. But you'll end up being wrong.

Come learn best practice methodologies for how to use these sorts of AI classification and extraction methodologies from Washington Post journalists who have done about a dozen such experiments in the past year. We'll cover how to generate gold data, pick the right accuracy stat, calculate that accuracy stat and how to use those stats to improve your prompts.",Panel,2025-03-08T17:30:00Z,2025-03-08T18:30:00Z,60,1h,,,,Saturday,Yes,"Caitlin Gilbert - The Washington Post, Jeremy Merrill - The Washington Post, Ence Morse - The Washington Post","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1088,
1024,AI tools for your newsroom,"We'll cover new AI tools and technology for reporters and editors, with a focus on investigative work. Mike Reilley, founder of JournalistsToolbox.org and co-author of ""Data + Journalism"" will guide you through the latest and greatest data and digital tools (most of them free!) that you can incorporate into your workflow right now! Come armed with a laptop and smartphone. Participants get a handout with links to tools, examples, tips, tricks and more.
This session is good for everyone.",Hands-on,2025-03-08T20:15:00Z,2025-03-08T22:30:00Z,135,2h 15m,,,Beginner,Saturday,No,Mike Reilley - University of Illinois Chicago & Journalist's Toolbox,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1024,
1114,Beyond the press release: Uncovering corporate behavior,"What companies say and how companies behave is often vastly different. Violation Tracker is a database that tracks the behavior of companies across 450 regulatory agencies - including OSHA, EPA, Department of Labor, and state and local attorneys general offices. In all, it has 655,000 records totaling over $1 trillion in fines, fees and settlements. In this session, participants can learn how to get the most out of the database, including making industry comparisons, connecting parent companies through subsidiaries and other tips for digging into companies. Because many companies also receive significant government assistance via economic development subsidies, we'll also tour Subsidy Tracker, a database which allows users the ability to search which companies have received taxpayer subsidies. We'll also demonstrate our newest database, Violation Tracker Global, which tracks the behavior of the biggest companies across 45 countries. Plus, learn about SEC filings, corporate structures, and the key relationships that keep a company going. Cover how companies actually behave - not how they say they do.
This session is good for journalists with an interest in regulatory agency data.
Laptops will be provided.",Hands-on,2025-03-08T20:15:00Z,2025-03-08T21:15:00Z,60,1h,,,Beginner,Saturday,No,"Arlene Martinez - Good Jobs First, Siobhan Standaert - Good Jobs First","Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1114,
1025,Managing investigators: Leading those born to challenge authority,"Being a news manager is already tough, but what if you supervise investigative journalists? They come with an extra layer of challenges because their very job (and likely their personality) makes them hyper-alert to authority figures. This course is designed to give you some tools and tactics to lead individuals and entire teams of investigators more effectively. Learn from three investigative managers from different media at different stages of their leadership careers. How did they launch into their roles, and what experience have they gained along the way? This course is for current investigative managers and anyone aspiring to step into such a position in the future.

NEW AT NICAR25: We’ll tailor portions of this course for people who lead data journalists. We’re also squeezing it into two hours of learning, then an hour-long management networking/meetup event. Oh… and it’s free to attend (typically, an additional fee is required)!

Topics will include: managing compassionately, hiring challenges, transitioning to management, forging partnerships, building relationships, handling resource cuts, organization/structure, tough decisions/conversations, in-house training/growth, delivering feedback, creating inclusive opportunities, and juggling responsibilities/projects/work.",Commons,2025-03-08T20:15:00Z,2025-03-08T22:30:00Z,135,2h 15m,,,,Saturday,No,"Emma Carew Grovum - The Marshall Project; Kimbap Media, Jamie Grey - InvestigateTV , Josh Hinkle - KXAN","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#1025,
1135,Auditing AI algorithms for bias,"AI is everywhere and reporters are finding new ways to hold AI tools accountable. This panel showcases original investigations into predictive and generative AI tools built by some of the largest technology companies in the world by two award-winning freelance reporters.

Towards the end of the session, we will also discuss how reporters can use AI tools ethically and we would love to hear from the community what is needed to help reporters in newsrooms and freelance reporters.",Panel,2025-03-08T21:30:00Z,2025-03-08T22:30:00Z,60,1h,,,,Saturday,Yes,"Varsha Bansal - , Hilke Schellmann - New York University","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1135,
1154,No comment? What to do when government agencies won't answer your questions about their data,What to do when the owner of the data you are analyzing says no comment.,Panel,2025-03-08T21:30:00Z,2025-03-08T22:30:00Z,60,1h,,,,Saturday,Yes,"Hannah Fresques - ProPublica, Ryan Little - The Baltimore Banner, Greg Morton - The Baltimore Banner","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1154,
1060,Surveys 101: A journalist’s guide to writing with polling data,"A well-designed survey can lend important insight into the public’s views and experiences. For journalists, working with high-quality survey data can inspire story ideas and add deeper context to reporting, while mistakenly using a shoddy poll can distort the facts and create confusion. We’ll give attendees the tools to tell the difference.
This session is good for anyone who is fairly new to working with public opinion polls and would like to level up their understanding. It will cover what polls can tell us – and what they can't; and how to assess survey quality using metrics like questionnaire design, sample weighting and survey mode. We’ll also give tips on how to write about survey results in a fair and balanced way and pitfalls to avoid.",Panel,2025-03-08T21:30:00Z,2025-03-08T22:30:00Z,60,1h,,,,Saturday,Yes,"Chris Baronavski - Pew Research Center, Katherine Schaeffer - Pew Research Center","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1060,
1075,"Tidyquant in R, and a few other business and economics tools","Tidyquant is a one-stop shop R package specifically for retrieving and analyzing financial data, with simple functions to pull data  from sources like Yahoo Finance and FRED, conduct financial and performance analytics, and create beautiful charts. We’ll also go over a few other useful R packages for doing financial and economic analysis as time permits.
This session is best for people who are already comfortable with the basics in R. Laptops will be provided.",Hands-on,2025-03-08T21:30:00Z,2025-03-08T22:30:00Z,60,1h,,,Intermediate,Saturday,No,Sarah Ryley - Columbia University,"Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1075,
1186,"Tools, tips and tough lessons for teaching data journalism","This panel is all about the latest in teaching data journalism to college students. Many NICAR participants have been teaching for a long time, or make side money teaching a class as an adjunct. The panelists will discuss strategies and techniques that help make data journalism accessible to students.",Panel,2025-03-08T21:30:00Z,2025-03-08T22:30:00Z,60,1h,,,,Saturday,Yes,"Rahul Bhargava - Northeastern University, Maggie Mulvihill - Boston University, Aarushi Sahejpal - American University, Matt Waite - University of Nebraska","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1186,
1166,"Practical, ethical use of AI in the newsroom: Research, reporting and fact-checking","This panel brings together journalists and engineers who are leveraging AI to report groundbreaking stories, surface leads from troves of data, and bolster the integrity of their journalism. Panelists will discuss the shortcomings and risks of this rapidly evolving technology, as well as the opportunities for experimentation and how to responsibly incorporate AI in your newsroom. Attendees will leave with some guiding principles for using AI, some cautionary tales to help them avoid our mistakes, and some inspiration for how they can creatively incorporate these technologies to enhance their accountability reporting.",Demo,2025-03-08T22:45:00Z,2025-03-08T23:45:00Z,60,1h,,,,Saturday,Yes,"Katlyn Alo - The Washington Post, Dana Chieuh - Minnesota Star Tribune, Dylan Freedman - The New York Times, Ryan Sabalow - CalMatters","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1166,
1111,Swapping LexisNexis for free tools,"Expensive all-in-one research tools are attractive, especially if your newsroom has the money to pay for them — but what if it doesn’t? Or, what if you don’t want a tool to do your research and sell it back to you? In this panel, we’ll help you drop the subscription and find court records, search news archives and background businesses and people using your own elbow grease. We’ll show you why collecting your own datasets to do these tasks (and saving them over time) helps you more than relying on a tool not made for journalists or by journalists.

You’ll leave our panel confident that you can effectively research on your own and find support when you run into questions. Maybe you’ll even build a Lexis Nexis for your newsroom.",Demo,2025-03-08T22:45:00Z,2025-03-08T23:45:00Z,60,1h,,,,Saturday,Yes,"Dillon Bergin - MuckRock, Brandon Meyer - University of Florida, Diara J. Townes - Sunlight Search","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1111,
1117,Using data to report on the housing crisis in your community,"NBC News created the Home Buyer Index to measure the difficulty potential homebuyers have in the housing market. In the months since, it’s led or accompanied more than a dozen stories, adding depth and meaning to our housing coverage. COme to this session to hear about about the steps NBC took to create this new metric, the obstacles they encountered, and what other newsrooms need to understand should they embark on creating their own metric, whether it’s about housing or anything else.",Panel,2025-03-08T22:45:00Z,2025-03-08T23:45:00Z,60,1h,,,,Saturday,Yes,"Jasmine Cui - NBC News, Teghan Simonton - Tampa Bay Times, Camila  Vallejo  - Eviction Lab ","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1117,
1045,Using open-source tools to investigate public transit,"Public transit systems offer a treasure trove of data that can reveal vital insights into accessibility, equity, and efficiency. Together, we’ll learn how to harness the data that powers tools like Google Maps and explore how these datasets can be used to investigate service coverage, travel times, and on-time performance. Whether you're uncovering how well a city serves its residents or tracking disparities in service quality, this session will arm you with the skills to transform transit data into compelling stories. This session is good for: Those who are comfortable using R and working with spatial data.

Laptops will be provided",Hands-on,2025-03-08T22:45:00Z,2025-03-08T23:45:00Z,60,1h,,,Beginner,Saturday,No,Greg Morton - The Baltimore Banner,"St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#1045,
2001,Coaching ChatGPT to help with coding and data tasks (repeat),Not available/NA/-999/404,Hands-on,2025-03-09T14:00:00Z,2025-03-09T15:00:00Z,60,1h,,,Beginner,Sunday,No,Charles Minshew - The Atlanta Journal-Constitution,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2001,
1119,Election data to use after the election,"For many news organizations, election data analysis ends on election night or soon after. But there are multiple types of election data produced in the weeks and months after the election ends, including cast vote records and voter history files. This session will demonstrate uses of them and ways that you can incorporate them into other types of reporting.",Panel,2025-03-09T14:00:00Z,2025-03-09T15:00:00Z,60,1h,,,,Sunday,Yes,Derek Willis - University of Maryland,"Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1119,
1125,"Yes, you really CAN get high-res satellite images for free","This panel will show newcomers to this compelling form of evidence that medium res images are now free and easy to use via open source portals (you can just tap a slider on EO Browser app to eliminate pictures with clouds), and also how to Make and Frame your email request to marketing people at private companies for high res images.",Panel,2025-03-09T15:15:00Z,2025-03-09T16:15:00Z,60,1h,,,,Sunday,Yes,"Carl Churchill - Wall Street Journal, Laura Kurtzberg - IRE & NICAR, Rowan Philp - GIJN, Daniel Wolfe - The Washington Post","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1125,
2070,Beginner track: New to data journalism? Start here,"Over the next few days, you'll see there is a seemingly endless number of things you can learn in the data journalism world. It can be daunting! But everyone at this conference started at the same place as you. We'll help you get started! This session will cover the basics of data journalism, starting with what it is, tips for building up your skills and advice for how you can — realistically — integrate these skills into your daily reporting.",Panel,2025-03-06T15:00:00Z,2025-03-06T16:00:00Z,60,1h,,,,Thursday,Yes,"Joel Jacobs - ProPublica, Anu Narayanswamy - The Washington Post, MaryJo Webster - Minnesota Star Tribune","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2070,
2047,"Big Local News tools, wares and resources","A lightning-round showcase of innovative newsroom tools that can help you manage mass FOIAs, automate web scraping, analyze large document dumps with artificial intelligence and track how special interests influence statehouse legislation.",Demo,2025-03-06T15:00:00Z,2025-03-06T16:00:00Z,60,1h,,,Beginner,Thursday,No,"Eric Sagara - Big Local News, Serdar Tumgoren - Big Local News","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2047,
2066,Critical datasets to know when covering K-12,"Join this panel to learn the most important datasets, what to do if they disappear, how to approach K-12 data when you’re new to the beat, state-level data and story ideas.",Panel,2025-03-06T15:00:00Z,2025-03-06T16:00:00Z,60,1h,,,,Thursday,Yes,"Becky Dernbach - Sahan Journal, Sharon Lurye - The Associated Press, Nadia Tamez-Robledo - EdSurge, Ann Thomas - retired analytics advisor","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2066,
2060,Finding the story: Digging into IRS data on nonprofits,"The IRS collects information on millions of hospitals, schools, arts organizations and other nonprofits. The IRS has put much of that data online. We'll use Excel to explore some of that data. We'll also talk about how you might use other tools, like R, Python or SQL to access additional data. But no coding is required to attend this class.

This session is good for anyone who has some experience working with spreadsheets or databases. Laptops will be provided.",Hands-on,2025-03-06T15:00:00Z,2025-03-06T16:00:00Z,60,1h,,,Beginner,Thursday,No,Todd Wallack - WBUR,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2060,
2063,Finding the story: Immigration data,"Attendees with basic data skills will learn how to locate information of the H-1B skilled worker visa program, generate investigative story ideas, and analyze petition-level granular H-1B data newly obtained by Bloomberg News through a FOIA lawsuit.

This session is good for anyone interested in learning about the legal immigration system and employment of foreign workers and is good for those comfortable with the basics of working in Google Sheets. Computers will be provided.",Hands-on,2025-03-06T15:00:00Z,2025-03-06T16:00:00Z,60,1h,,,,Thursday,No,Eric Fan - Bloomberg News,"Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2063,
2031,Python for data analysis,"In this session, you'll learn how to analyze data using the popular Python data analysis library pandas. You'll learn about the benefits of scripting your data projects and enough syntax to load, sort, filter and group a data set.

This class is good for: People who are comfortable working with data in spreadsheets or SQL and want to make the leap to programming -- no coding experience required. Laptops will be provided.",Hands-on,2025-03-06T15:00:00Z,2025-03-06T16:00:00Z,60,1h,,,Intermediate,Thursday,No,Sandra Fish - Independent journalist,"Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2031,
2071,Beginner track: How to find data,How to find and vet credible data sources that you can use right away.,Panel,2025-03-06T16:15:00Z,2025-03-06T17:15:00Z,60,1h,,,,Thursday,Yes,"Greta Kaul - Minnesota Star Tribune, Stephanie Lamm - The Atlanta Journal-Constitution","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2071,
2052,Using Python to scrape websites,"This session will show you how to use the Python programming language to scrape data from simple websites.

This session is good for: People with some experience working with data. Experience with Python and/or HTML is a plus but not necessary. Laptops will be provided.",Hands-on,2025-03-06T16:15:00Z,2025-03-06T17:15:00Z,60,1h,,,Intermediate,Thursday,No,Allan James Vestal - Independent journalist,"Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2052,
2053,Extracting data from PDFs using off-the-shelf tools,"Join this class to learn how to “liberate” trapped data locked inside of PDF’s. This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked through tackling common challenges encountered with tricky PDF documents.

This session is good for: People who are unfamiliar with PDF-to-text tools or would like to learn how these tools can be used for extracting difficult text from images embedded in a PDF document. Laptops will be provided.",Hands-on,2025-03-06T17:30:00Z,2025-03-06T18:30:00Z,60,1h,,,Beginner,Thursday,No,Maggie Mulvihill - Boston University,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2053,
2015,Google Sheets 3: Filtering & pivot tables,"A look at the awesome power of pivot — and how to use it to analyze your dataset in minutes rather than hours. We'll work up to using a pivot table by first sorting and filtering a dataset, learning how to find story ideas along the way.

This session is good for: Anyone familiar with formulas, sorting and filtering in a spreadsheet program. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.",Hands-on,2025-03-06T17:30:00Z,2025-03-06T18:30:00Z,60,1h,,,Beginner,Thursday,No,Joseph Yerardi - The Philadelphia Inquirer,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2015,
2055,Using Python to analyze map data,"Python has a lot of useful tools for scripting your GIS analysis. In this introductory workshop, we'll use a couple of popular mapping libraries to work through some common newsroom mapping tasks. (We'll focus on analysis more than visualization.)

This session is good for: People with a little bit of Python experience (we won't cover basic syntax). Knowledge of GIS concepts is helpful but not required. Laptops will be provided.",Hands-on,2025-03-06T17:30:00Z,2025-03-06T18:30:00Z,60,1h,,,Intermediate,Thursday,No,Cody Winchester - IRE & NICAR,"Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2055,
2045,Go big with GitHub Actions: Scale up your newsroom’s data pipelines *pre-registered attendees only,"Take this three-hour class to learn how journalists deploy massive data pipelines at zero cost using GitHub’s powerful Actions framework.

You will get hands-on experience creating an automated system that can collect, process and publish a gigantic dataset with ease.

Ben Welsh, Iris Lee and Dana Chiueh will teach you how to:

- Schedule an automated task
- Scrape and store data from a newsworthy source
- Scale up to run hundreds of tasks in parallel
- Publish a data dashboard to share your work
- Extend GitHub’s free system to access gigantic amounts of computing power

Preregistration is required and seating is limited. Students do not need to be programming experts, but they should have at least some experience editing code and working with GitHub. Don’t talk yourself out of attending. If you’re interested and have a good attitude, you are qualified to join.
Laptops will be provided.",Pre-registration - Hands-on,2025-03-06T20:15:00Z,2025-03-06T23:45:00Z,210,3h 30m,40,https://www.ire.org/product/nicar25-go-big-with-github-actions-scale-up-your-newsrooms-data-pipelines/,Advanced,Thursday,No,"Iris Lee - Reuters, Ben Welsh - Reuters","St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2045,
2049,Passive scraping for social media,"Scraping complex, changing sites with anti-bot measures like TikTok and Twitter is an uphill battle, but there's often a secret solution: spy on the traffic between your browser and the server, capturing the relevant pieces! This session will take a step into the second tier of “undocumented APIs,” showing participants how to intercept their browser’s data transmissions to build spreadsheets – often with far more information than is displayed on the screen.

We’ll cover several automated, coding-friendly use cases, but participants won’t need any technical skills beyond using a web browser.",Demo,2025-03-06T20:15:00Z,2025-03-06T21:15:00Z,60,1h,,,Advanced,Thursday,No,Jonathan Soma - Columbia University,"Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2049,
2019,Google Sheets: Importing & data prep,"Don't give up if your data isn't presented in a neat spreadsheet. This session will teach you how to get data into a spreadsheet and prepare it for analysis. We will look at how to import text files, deal with data in a PDF, and get a table on a web page into a spreadsheet.

This session is good for: Anyone comfortable working in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.",Hands-on,2025-03-06T21:30:00Z,2025-03-06T22:30:00Z,60,1h,,,Beginner,Thursday,No,Mike Stucka - Independent journalist,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2019,
2054,PDF next steps: Extracting data using command-line and other tools,"This class seeks to help you free data stored in PDFs. Attendees will extract text from a computer-generated PDF using command-line tools, process image files with optical character recognition and set themselves up for working with PDFs in Python. The session will also cover how to assess a PDF to select the right tools to use to free its data.

This session is good for: People with experience using a command-line interface and who deal with frustrating PDFs. Knowledge of Python or R is a plus but not required. Laptops will be provided.",Hands-on,2025-03-06T21:30:00Z,2025-03-06T22:30:00Z,60,1h,,,Intermediate,Thursday,No,Chad Day - The Associated Press,"Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2054,
2072,Beginner track: How to request data and documents: FOI,Introduction to making successful requests for public data or documents.,Panel,2025-03-06T22:45:00Z,2025-03-06T23:45:00Z,60,1h,,,,Thursday,Yes,"Andrew Pantazi - Independent journalist, Tisha Thompson - ESPN","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2072,
2051,Building a culture of accessibility and why it matters,"When we're writing, filming or recording a story, are we thinking about how we can make sure everyone can understand our work? Accessibility goes beyond alt-text and screen readers. This session will discuss best practices for making sure your journalism is accessibile to people of all abilities and backgrounds, and why it should be a necessary and intentional part of all the work you do.",Panel,2025-03-06T22:45:00Z,2025-03-06T23:45:00Z,60,1h,,,,Thursday,Yes,"Karen K. Ho - ARTnews, Joanna Kao - Pulitzer Center, Stacy Kess - Equal Access Public Media, Joe Murphy - NBC News","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2051,
2021,Google Sheets: Using string functions to manipulate data,"Maybe you converted a PDF or imported a table into a spreadsheet -- or maybe an agency gave you a poorly formatted file. You can use string functions to reformat your data and get your spreadsheets working for you. 

This session is good for: Anyone comfortable using formulas and functions in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.",Hands-on,2025-03-06T22:45:00Z,2025-03-06T23:45:00Z,60,1h,,,Beginner,Thursday,No,Grace Asiegbu - Freelancer,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2021,
2073,Beginner track: Feed the beast: Integrating data nuggets on deadline,"No need to do a long-form investigative, data-heavy story. Start small.",Panel,2025-03-07T15:00:00Z,2025-03-07T16:00:00Z,60,1h,,,,Friday,Yes,"Margaret Green - ABC7 Chicago, WLS, Daniela Ibarra - KSAT, John Kelly - CBS News, Stephen Stock - Gray Media InvestigateTV - WVUE Fox 8","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2073,
2023,QGIS 1: Spatial analysis for beginners,"Learn to how to make your own maps using free, open-source software called QGIS. This class will teach you how to get started importing and displaying geographic data. Not all datasets need to be mapped, but some do! We'll go over how to find publicly available data, prepare it for mapping, and join together different datasets.

This session is good for: Beginners looking to learn the basics of visualizing geographic data. Laptops will be provided.",Hands-on,2025-03-07T15:00:00Z,2025-03-07T16:00:00Z,60,1h,,,Beginner,Friday,No,"Daniel Wainwright - BBC News, John Walton - BBC News","Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2023,
2025,R 1: Intro to R and RStudio,"Jump into data analysis with R, the powerful open-source programming language. In this class we’ll cover R fundamentals and learn our way around the RStudio interface for using R.
This session is good for: People with a basic understanding of data analysis who are ready to go beyond spreadsheets. Laptops will be provided.",Hands-on,2025-03-07T15:00:00Z,2025-03-07T16:00:00Z,60,1h,,,Intermediate,Friday,No,Olga Pierce - The Trace,"Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2025,
2033,Using AI tools in the newsroom *pre-registered attendees only,"Move beyond the chatbots and learn to leverage more advanced AI techniques. We'll cover what possibilities exist for AI across text, audio, images and video, focusing on extracting structured data from messy documents, building proof-of-concept tools to share with coworkers, avoiding cloud-based services like OpenAI and Anthropic, and staying up-to-date with progress in the field.

You’ll get the most out of the session with a working knowledge of Python, but we’ll also cover non-coding options when they exist. Participants will leave confident about discussing, prototyping, and evaluating AI tools in their newsroom, and won’t giggle (so much) when they hear the phrase “Hugging Face.”
Laptops will be provided.",Pre-registration - Hands-on,2025-03-07T15:00:00Z,2025-03-07T18:30:00Z,210,3h 30m,40,https://www.ire.org/product/nicar25-using-ai-tools-in-the-newsroom/,Intermediate,Friday,No,Jonathan Soma - Columbia University,"St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2033,
2042,Extracting data from the worst PDFs on the planet,"Some PDFs defy conventional attempts at parsing (and logic). We’ll walk through a few ways to tackle layout issues, image PDFs and more. Bring your worst and we’ll try them, too.

This session would be good for those who aren’t super technical but are willing to experiment with new tools. Laptops will be provided.",Hands-on,2025-03-07T16:15:00Z,2025-03-07T17:15:00Z,60,1h,,,Intermediate,Friday,No,Derek Willis - University of Maryland,"Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2042,
2024,QGIS 2: Analyzing geographic data,"Build on your existing knowledge of QGIS and learn how to explore, manipulate and analyze geographic datasets to gain new insights. 

This session is good for: Those who attended the QGIS I workshop or already know the basics of visualizing geographic data in QGIS. Laptops will be provided.",Hands-on,2025-03-07T16:15:00Z,2025-03-07T17:15:00Z,60,1h,,,Beginner,Friday,No,"Daniel Wainwright - BBC News, John Walton - BBC News","Deer Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2024,
2027,R 2: Data analysis and plotting,"We'll use the tidyverse packages dplyr and ggplot2, learning how to sort, filter, group, summarize, join, and visualize to identify trends in your data. If you want to combine SQL-like analysis and charting in a single pipeline, this session is for you.
This session is good for: People who have worked with data operations in SQL or Excel and would like to do the same in R and have some experience working with RStudio. Laptops will be provided.",Hands-on,2025-03-07T16:15:00Z,2025-03-07T17:15:00Z,60,1h,,,Intermediate,Friday,No,Sarah Ryley - Columbia University,"Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2027,
2029,R 3: Gathering and cleaning data,"Learn how to import a wide variety of files in R including spreadsheets, files on the web and HTML tables, and transform the results into usable data. This session will also focus on how to clean and structure the data you've gathered in preparation for analysis using tidyverse packages.
This session is good for: People who have some experience using R and the Tidyverse. Laptops will be provided.",Hands-on,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,Intermediate,Friday,No,Jasmine Han - Informa TechTarget (Industry Dive,"Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2029,
2048,Regular expressions are fun (I promise!),"In this session, participants will learn how to use regular expressions to explore string and text datasets. Regular expressions can help you get more precise results with your data analysis tasks.
This session will be introductory and is good for journalists who are curious about regular expressions. Laptops will be provided.",Hands-on,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,Intermediate,Friday,No,Larry Fenn - Associated Press,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2048,
2057,15 health datasets in 60 minutes,"Illness, disease and death, oh my! Health data can be a scary subject full of unreliable methods and incomplete data. We'll show you 15 reliable health-related databases and demonstrate how they can be used to localize national trends.",Demo,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,,Friday,No,Madi Alexander - Politico,"Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2057,
2050,Analyzing images and videos with AI,"Learn how AI can sort through images and video to help you wrangle footage from protests and riots, analyze trends on TikTok, keep a (remote) eye on your local school board meetings, measure the effects of congestion pricing, and a hundred other tidbits for when the cameras might be rolling.

With a little Python and a dash of foundational knowledge, this session will tackle downloading videos, building and evaluating transcripts, splitting scenes, categorizing images, and detecting/counting/tracking objects. We'll work from real-life examples pulled from newsrooms like Bloomberg and the NYT. Participants will get the most out of this session if they have a working knowledge of Python.
Laptops will be provided.",Hands-on,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,Intermediate,Friday,No,Jonathan Soma - Columbia University,"St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2050,
2061,Beginner track: Making your data story ironclad,Using data in your storytelling doesn't have to feel like running with scissors. Learn the best practices to make sure your stories and data aren't wrong.,Panel,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,,Friday,Yes,"Sandhya Kambhampati - Los Angeles Times, Liz Lucas - University of Missouri School of Journalism, Teghan Simonton - Tampa Bay Times","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2061,
2020,Google Sheets: Importing & data prep (repeat),"Don't give up if your data isn't presented in a neat spreadsheet. This session will teach you how to get data into a spreadsheet and prepare it for analysis. We will look at how to import text files, deal with data in a PDF, and get a table on a web page into a spreadsheet.

This session is good for: Anyone comfortable working in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.",Hands-on,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,Beginner,Friday,No,Jui Sarwate - CBS News,"Birch Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2020,
